,initial_possession
Adrián,0
Mohamed Salah,9
Fábio Carvalho,0
Alisson Becker,11
Cody Gakpo,4
Caoimhín Kelleher,0
Fabinho,20
Andy Robertson,0
Joe Gomez,0
Luis Díaz,0
Darwin Núñez,15
Stefan Bajcetic,23
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,29
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,27
Ibrahima Konaté,21
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,2
Trent Alexander-Arnold,28
Diogo Jota,16
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,6
Kostas Tsimikas,47
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
