,initial_possession
Adrián,0
Mohamed Salah,15
Fábio Carvalho,0
Alisson Becker,16
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,0
Andy Robertson,13
Joe Gomez,6
Luis Díaz,0
Darwin Núñez,12
Stefan Bajcetic,5
Curtis Jones,0
Joël Matip,32
Virgil van Dijk,27
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,26
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,32
Rhys Williams,0
Harvey Davies,0
Naby Keïta,5
Nathaniel Phillips,0
Jordan Henderson,20
Trent Alexander-Arnold,38
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,12
James Milner,0
Kostas Tsimikas,9
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
