,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,27
James Furlong,0
Levi Colwill,0
Adam Lallana,13
Kaoru Mitoma,0
Pervis Estupiñán,0
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,37
Solly March,19
Lewis Dunk,26
Moisés Caicedo,21
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,0
Julio Enciso,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,29
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,13
Deniz Undav,1
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,9
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,18
Tariq Lamptey,9
Cameron Peupion,0
Joël Veltman,30
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
