,initial_possession
Adrián,0
Mohamed Salah,8
Fábio Carvalho,1
Alisson Becker,19
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,20
Andy Robertson,26
Joe Gomez,32
Luis Díaz,0
Darwin Núñez,12
Stefan Bajcetic,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,18
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,16
Harvey Elliott,15
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,25
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,32
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,2
James Milner,8
Kostas Tsimikas,4
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
