,Adrián,Mohamed Salah,Fábio Carvalho,Alisson Becker,Cody Gakpo,Caoimhín Kelleher,Fabinho,Andy Robertson,Joe Gomez,Luis Díaz,Darwin Núñez,Stefan Bajcetic,Curtis Jones,Joël Matip,Virgil van Dijk,Bobby Clark,Arthur,Ben Doak,Roberto Firmino,Harvey Elliott,Ibrahima Konaté,Sepp van den Berg,Calvin Ramsay,Thiago Alcântara,Rhys Williams,Harvey Davies,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Diogo Jota,Luke Chambers,Alex Oxlade-Chamberlain,James Milner,Kostas Tsimikas,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,0,0,0,0,1,0,0,1,0,0,3,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,2,8
Fábio Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,0,0,0,0,0,0,3,8,0,0,2,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,1,0,0,0,1
Cody Gakpo,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,0,0,0,2,7,0,0,0,13,0,6,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Joe Gomez,0,0,0,9,2,0,0,19,0,0,1,6,0,24,0,0,0,0,0,0,0,0,0,17,0,0,1,0,2,2,0,0,2,1,0,0,0,9
Luis Díaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darwin Núñez,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,8
Stefan Bajcetic,0,4,0,2,0,0,0,4,7,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,3,0,0,0,0,0,0,0,8
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,2,0,7,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,7,0,3,20,0,0,0,0,0,1,0,11
Virgil van Dijk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Doak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,4
Ibrahima Konaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sepp van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Alcântara,0,4,0,3,1,0,0,12,9,0,2,7,0,6,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,8
Rhys Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,6,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,5,3
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,1,1,4,0,0,5
Trent Alexander-Arnold,0,11,0,1,1,0,0,2,5,0,2,14,0,15,0,0,0,0,0,2,0,0,0,7,0,0,9,0,1,0,0,0,0,1,0,0,3,22
Diogo Jota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
James Milner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
Kostas Tsimikas,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
