,initial_possession
Reuell Walters,0
Ben White,36
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,16
Granit Xhaka,0
Mohamed Elneny,0
Reiss Nelson,5
Fábio Vieira,10
Karl Hein,0
Oleksandr Zinchenko,29
Thomas Partey,32
Kieran Tierney,0
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,26
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,16
Gabriel Martinelli,21
Leandro Trossard,11
Lino Sousa,0
Bukayo Saka,19
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Gabriel Magalhães,28
Jakub Kiwior,0
Rob Holding,28
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
