,initial_possession
Reuell Walters,0
Ben White,9
Takehiro Tomiyasu,16
Emile Smith Rowe,4
Martin Ødegaard,23
Granit Xhaka,3
Mohamed Elneny,0
Reiss Nelson,6
Fábio Vieira,18
Karl Hein,0
Oleksandr Zinchenko,40
Thomas Partey,34
Kieran Tierney,0
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,37
Cédric Soares,0
Gabriel Jesus,0
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,10
Gabriel Martinelli,13
Leandro Trossard,4
Lino Sousa,0
Bukayo Saka,20
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Gabriel Magalhães,36
Jakub Kiwior,0
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
