,initial_possession
Adrián,0
Mohamed Salah,10
Fábio Carvalho,14
Alisson Becker,13
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,9
Andy Robertson,6
Joe Gomez,27
Luis Díaz,0
Darwin Núñez,13
Stefan Bajcetic,0
Curtis Jones,7
Joël Matip,0
Virgil van Dijk,22
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,13
Harvey Elliott,10
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,19
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,24
Trent Alexander-Arnold,30
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,4
Kostas Tsimikas,26
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
