,initial_possession
Reuell Walters,0
Ben White,32
Takehiro Tomiyasu,0
Emile Smith Rowe,3
Martin Ødegaard,23
Granit Xhaka,14
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,10
Karl Hein,0
Oleksandr Zinchenko,27
Thomas Partey,13
Kieran Tierney,3
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,21
Cédric Soares,0
Gabriel Jesus,0
Jorginho,11
Mauro Bandeira,0
Aaron Ramsdale,12
Gabriel Martinelli,14
Leandro Trossard,11
Lino Sousa,0
Bukayo Saka,18
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,2
Albert Sambi Lokonga,0
Gabriel Magalhães,29
Jakub Kiwior,0
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
