,initial_possession
Adrián,0
Mohamed Salah,6
Fábio Carvalho,0
Alisson Becker,18
Cody Gakpo,17
Caoimhín Kelleher,0
Fabinho,19
Andy Robertson,18
Joe Gomez,0
Luis Díaz,0
Darwin Núñez,3
Stefan Bajcetic,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,28
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,3
Harvey Elliott,13
Ibrahima Konaté,14
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,15
Trent Alexander-Arnold,22
Diogo Jota,11
Luke Chambers,0
Alex Oxlade-Chamberlain,3
James Milner,0
Kostas Tsimikas,5
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
