,initial_possession
Reuell Walters,0
Ben White,27
Takehiro Tomiyasu,3
Emile Smith Rowe,0
Martin Ødegaard,0
Granit Xhaka,25
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,18
Karl Hein,0
Oleksandr Zinchenko,0
Thomas Partey,20
Kieran Tierney,22
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,23
Cédric Soares,0
Gabriel Jesus,22
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,13
Gabriel Martinelli,17
Leandro Trossard,0
Lino Sousa,0
Bukayo Saka,19
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,4
Albert Sambi Lokonga,5
Gabriel Magalhães,32
Jakub Kiwior,0
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,1
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
