,initial_possession
Jeremy Sarmiento,14
Neal Maupay,0
Alexis Mac Allister,2
James Furlong,0
Levi Colwill,24
Adam Lallana,2
Kaoru Mitoma,14
Pervis Estupiñán,26
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,19
Lewis Dunk,16
Moisés Caicedo,20
Andrew Moran,2
Facundo Buonanotte,0
Evan Ferguson,10
Julio Enciso,4
Jason Steele,0
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,14
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,21
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,0
Tariq Lamptey,2
Cameron Peupion,0
Joël Veltman,20
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
