,initial_possession
Adrián,0
Mohamed Salah,11
Fábio Carvalho,0
Alisson Becker,11
Cody Gakpo,17
Caoimhín Kelleher,0
Fabinho,0
Andy Robertson,28
Joe Gomez,43
Luis Díaz,0
Darwin Núñez,15
Stefan Bajcetic,20
Curtis Jones,0
Joël Matip,20
Virgil van Dijk,0
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,2
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,25
Rhys Williams,0
Harvey Davies,0
Naby Keïta,12
Nathaniel Phillips,0
Jordan Henderson,8
Trent Alexander-Arnold,37
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,1
James Milner,4
Kostas Tsimikas,5
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
