,initial_possession
Reuell Walters,0
Ben White,24
Takehiro Tomiyasu,0
Emile Smith Rowe,2
Martin Ødegaard,14
Granit Xhaka,10
Mohamed Elneny,0
Reiss Nelson,11
Fábio Vieira,0
Karl Hein,0
Oleksandr Zinchenko,0
Thomas Partey,8
Kieran Tierney,24
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,25
Jorginho,17
Mauro Bandeira,0
Aaron Ramsdale,13
Gabriel Martinelli,5
Leandro Trossard,23
Lino Sousa,0
Bukayo Saka,27
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,4
Albert Sambi Lokonga,0
Gabriel Magalhães,27
Jakub Kiwior,21
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
