,initial_possession
Reuell Walters,0
Ben White,32
Takehiro Tomiyasu,35
Emile Smith Rowe,0
Martin Ødegaard,8
Granit Xhaka,15
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,3
Karl Hein,0
Oleksandr Zinchenko,0
Thomas Partey,22
Kieran Tierney,8
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,16
Cédric Soares,0
Gabriel Jesus,21
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,9
Gabriel Martinelli,15
Leandro Trossard,0
Lino Sousa,0
Bukayo Saka,18
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,7
Albert Sambi Lokonga,0
Gabriel Magalhães,36
Jakub Kiwior,0
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
