,initial_possession
Jeremy Sarmiento,3
Neal Maupay,0
Alexis Mac Allister,20
James Furlong,0
Levi Colwill,26
Adam Lallana,0
Kaoru Mitoma,10
Pervis Estupiñán,35
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,17
Lewis Dunk,28
Moisés Caicedo,21
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,5
Julio Enciso,7
Jason Steele,17
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,18
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,9
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,34
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
