,initial_possession
Reuell Walters,0
Ben White,23
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,12
Granit Xhaka,22
Mohamed Elneny,0
Reiss Nelson,6
Fábio Vieira,0
Karl Hein,0
Oleksandr Zinchenko,26
Thomas Partey,4
Kieran Tierney,7
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,24
Jorginho,17
Mauro Bandeira,0
Aaron Ramsdale,15
Gabriel Martinelli,8
Leandro Trossard,10
Lino Sousa,0
Bukayo Saka,10
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Gabriel Magalhães,13
Jakub Kiwior,34
Rob Holding,4
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
