,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,10
James Furlong,0
Levi Colwill,0
Adam Lallana,0
Kaoru Mitoma,20
Pervis Estupiñán,38
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,28
Solly March,14
Lewis Dunk,24
Moisés Caicedo,22
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,11
Julio Enciso,5
Jason Steele,14
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,27
Deniz Undav,0
Yasin Ayari,3
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,3
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,35
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
