,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,30
James Furlong,0
Levi Colwill,14
Adam Lallana,0
Kaoru Mitoma,6
Pervis Estupiñán,30
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,30
Solly March,19
Lewis Dunk,20
Moisés Caicedo,22
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,0
Julio Enciso,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,10
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,24
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,19
Enock Mwepu,5
Billy Gilmour,0
Danny Welbeck,14
Tariq Lamptey,5
Cameron Peupion,0
Joël Veltman,30
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
