,initial_possession
Adrián,0
Mohamed Salah,9
Fábio Carvalho,0
Alisson Becker,24
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,5
Andy Robertson,0
Joe Gomez,21
Luis Díaz,11
Darwin Núñez,17
Stefan Bajcetic,0
Curtis Jones,0
Joël Matip,24
Virgil van Dijk,20
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,10
Harvey Elliott,4
Ibrahima Konaté,9
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,25
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,17
Trent Alexander-Arnold,18
Diogo Jota,19
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,32
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
