,initial_possession
Adrián,0
Mohamed Salah,8
Fábio Carvalho,0
Alisson Becker,13
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,25
Andy Robertson,21
Joe Gomez,4
Luis Díaz,0
Darwin Núñez,11
Stefan Bajcetic,11
Curtis Jones,0
Joël Matip,27
Virgil van Dijk,33
Bobby Clark,0
Arthur,0
Ben Doak,3
Roberto Firmino,0
Harvey Elliott,3
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,24
Rhys Williams,0
Harvey Davies,0
Naby Keïta,7
Nathaniel Phillips,0
Jordan Henderson,9
Trent Alexander-Arnold,29
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,12
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
