,initial_possession
Adrián,0
Mohamed Salah,24
Fábio Carvalho,0
Alisson Becker,0
Cody Gakpo,17
Caoimhín Kelleher,11
Fabinho,13
Andy Robertson,0
Joe Gomez,28
Luis Díaz,9
Darwin Núñez,0
Stefan Bajcetic,0
Curtis Jones,10
Joël Matip,19
Virgil van Dijk,0
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,15
Harvey Elliott,18
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,9
Trent Alexander-Arnold,32
Diogo Jota,15
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,26
Kostas Tsimikas,24
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
