,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,25
James Furlong,0
Levi Colwill,0
Adam Lallana,11
Kaoru Mitoma,7
Pervis Estupiñán,0
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,32
Solly March,30
Lewis Dunk,33
Moisés Caicedo,21
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,0
Julio Enciso,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,16
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,18
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,12
Enock Mwepu,6
Billy Gilmour,0
Danny Welbeck,16
Tariq Lamptey,2
Cameron Peupion,0
Joël Veltman,37
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
