,initial_possession
Adrián,0
Mohamed Salah,18
Fábio Carvalho,0
Alisson Becker,18
Cody Gakpo,21
Caoimhín Kelleher,0
Fabinho,27
Andy Robertson,26
Joe Gomez,0
Luis Díaz,13
Darwin Núñez,0
Stefan Bajcetic,0
Curtis Jones,20
Joël Matip,0
Virgil van Dijk,45
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,3
Harvey Elliott,4
Ibrahima Konaté,25
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,16
Trent Alexander-Arnold,31
Diogo Jota,3
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,9
Kostas Tsimikas,11
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
