,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,33
James Furlong,0
Levi Colwill,21
Adam Lallana,0
Kaoru Mitoma,22
Pervis Estupiñán,36
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,18
Solly March,14
Lewis Dunk,46
Moisés Caicedo,13
Andrew Moran,0
Facundo Buonanotte,10
Evan Ferguson,10
Julio Enciso,9
Jason Steele,8
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,37
Deniz Undav,3
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,7
Danny Welbeck,7
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
