,initial_possession
Adrián,0
Mohamed Salah,9
Fábio Carvalho,1
Alisson Becker,13
Cody Gakpo,15
Caoimhín Kelleher,0
Fabinho,22
Andy Robertson,30
Joe Gomez,0
Luis Díaz,0
Darwin Núñez,13
Stefan Bajcetic,15
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,40
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,3
Harvey Elliott,12
Ibrahima Konaté,44
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,7
Trent Alexander-Arnold,36
Diogo Jota,11
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,17
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
