,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,27
James Furlong,0
Levi Colwill,40
Adam Lallana,1
Kaoru Mitoma,0
Pervis Estupiñán,33
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,25
Lewis Dunk,27
Moisés Caicedo,26
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,0
Julio Enciso,5
Jason Steele,0
Steven Alzate,0
Leandro Trossard,17
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,26
Deniz Undav,1
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,8
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,9
Tariq Lamptey,3
Cameron Peupion,0
Joël Veltman,5
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
