,initial_possession
Adrián,0
Mohamed Salah,13
Fábio Carvalho,6
Alisson Becker,19
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,27
Andy Robertson,7
Joe Gomez,43
Luis Díaz,16
Darwin Núñez,11
Stefan Bajcetic,0
Curtis Jones,0
Joël Matip,3
Virgil van Dijk,31
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,9
Harvey Elliott,8
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,24
Diogo Jota,9
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,14
Kostas Tsimikas,33
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
