,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,16
James Furlong,0
Levi Colwill,23
Adam Lallana,0
Kaoru Mitoma,21
Pervis Estupiñán,17
Odeluga Offiah,4
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,28
Lewis Dunk,45
Moisés Caicedo,27
Andrew Moran,0
Facundo Buonanotte,11
Evan Ferguson,0
Julio Enciso,12
Jason Steele,14
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,27
Deniz Undav,2
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,1
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
