,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,18
James Furlong,0
Levi Colwill,26
Adam Lallana,0
Kaoru Mitoma,13
Pervis Estupiñán,38
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,0
Lewis Dunk,33
Moisés Caicedo,38
Andrew Moran,0
Facundo Buonanotte,4
Evan Ferguson,19
Julio Enciso,19
Jason Steele,14
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,10
Deniz Undav,6
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,12
Danny Welbeck,4
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
