,initial_possession
Adrián,0
Mohamed Salah,19
Fábio Carvalho,0
Alisson Becker,18
Cody Gakpo,10
Caoimhín Kelleher,0
Fabinho,16
Andy Robertson,22
Joe Gomez,0
Luis Díaz,18
Darwin Núñez,9
Stefan Bajcetic,0
Curtis Jones,17
Joël Matip,0
Virgil van Dijk,22
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,15
Ibrahima Konaté,37
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,11
Trent Alexander-Arnold,34
Diogo Jota,7
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,4
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
