,initial_possession
Reuell Walters,0
Ben White,10
Takehiro Tomiyasu,0
Emile Smith Rowe,6
Martin Ødegaard,16
Granit Xhaka,6
Mohamed Elneny,0
Reiss Nelson,9
Fábio Vieira,1
Karl Hein,0
Oleksandr Zinchenko,0
Thomas Partey,26
Kieran Tierney,4
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,19
Jorginho,22
Mauro Bandeira,0
Aaron Ramsdale,6
Gabriel Martinelli,0
Leandro Trossard,23
Lino Sousa,0
Bukayo Saka,15
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,2
Albert Sambi Lokonga,0
Gabriel Magalhães,26
Jakub Kiwior,19
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
