,initial_possession
Reuell Walters,0
Ben White,28
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,12
Granit Xhaka,20
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,0
Karl Hein,0
Oleksandr Zinchenko,32
Thomas Partey,34
Kieran Tierney,6
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,22
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,21
Gabriel Martinelli,14
Leandro Trossard,4
Lino Sousa,0
Bukayo Saka,21
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Gabriel Magalhães,38
Jakub Kiwior,1
Rob Holding,37
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
