,initial_possession
Jeremy Sarmiento,3
Neal Maupay,0
Alexis Mac Allister,0
James Furlong,0
Levi Colwill,27
Adam Lallana,5
Kaoru Mitoma,17
Pervis Estupiñán,37
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,10
Lewis Dunk,28
Moisés Caicedo,0
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,5
Julio Enciso,3
Jason Steele,0
Steven Alzate,0
Leandro Trossard,11
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,18
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,11
Enock Mwepu,0
Billy Gilmour,17
Danny Welbeck,0
Tariq Lamptey,28
Cameron Peupion,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
