,initial_possession
Adrián,0
Mohamed Salah,19
Fábio Carvalho,0
Alisson Becker,20
Cody Gakpo,15
Caoimhín Kelleher,0
Fabinho,27
Andy Robertson,15
Joe Gomez,0
Luis Díaz,1
Darwin Núñez,12
Stefan Bajcetic,0
Curtis Jones,15
Joël Matip,0
Virgil van Dijk,30
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,0
Ibrahima Konaté,27
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,5
Trent Alexander-Arnold,36
Diogo Jota,13
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,6
Kostas Tsimikas,6
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
