,initial_possession
Jeremy Sarmiento,4
Neal Maupay,0
Alexis Mac Allister,14
James Furlong,0
Levi Colwill,22
Adam Lallana,5
Kaoru Mitoma,6
Pervis Estupiñán,24
Odeluga Offiah,0
Jan Paul van Hecke,0
Ed Turns,0
Adam Webster,0
Solly March,20
Lewis Dunk,24
Moisés Caicedo,23
Andrew Moran,0
Facundo Buonanotte,0
Evan Ferguson,10
Julio Enciso,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,39
Deniz Undav,0
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,11
Enock Mwepu,0
Billy Gilmour,0
Danny Welbeck,3
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,16
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
