,initial_possession
Adrián,0
Mohamed Salah,5
Fábio Carvalho,11
Alisson Becker,14
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,18
Andy Robertson,32
Joe Gomez,39
Luis Díaz,0
Darwin Núñez,0
Stefan Bajcetic,0
Curtis Jones,21
Joël Matip,0
Virgil van Dijk,33
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,12
Harvey Elliott,20
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,7
Trent Alexander-Arnold,10
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,40
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
