,initial_possession
Reuell Walters,0
Ben White,29
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,18
Granit Xhaka,22
Mohamed Elneny,0
Reiss Nelson,3
Fábio Vieira,0
Karl Hein,0
Oleksandr Zinchenko,25
Thomas Partey,5
Kieran Tierney,9
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,0
Cédric Soares,0
Gabriel Jesus,40
Jorginho,27
Mauro Bandeira,0
Aaron Ramsdale,25
Gabriel Martinelli,15
Leandro Trossard,3
Lino Sousa,0
Bukayo Saka,17
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,4
Albert Sambi Lokonga,0
Gabriel Magalhães,18
Jakub Kiwior,18
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
