,initial_possession
Reuell Walters,0
Ben White,22
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,23
Granit Xhaka,16
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,1
Karl Hein,0
Oleksandr Zinchenko,6
Thomas Partey,22
Kieran Tierney,30
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,29
Cédric Soares,0
Gabriel Jesus,0
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,15
Gabriel Martinelli,16
Leandro Trossard,0
Lino Sousa,0
Bukayo Saka,6
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,12
Albert Sambi Lokonga,0
Gabriel Magalhães,36
Jakub Kiwior,0
Rob Holding,0
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
