,initial_possession
Reuell Walters,0
Ben White,10
Takehiro Tomiyasu,8
Emile Smith Rowe,2
Martin Ødegaard,29
Granit Xhaka,20
Mohamed Elneny,0
Reiss Nelson,0
Fábio Vieira,0
Karl Hein,0
Oleksandr Zinchenko,0
Thomas Partey,0
Kieran Tierney,26
Marquinhos,0
Nathan Butler-Oyedeji,0
William Saliba,28
Cédric Soares,0
Gabriel Jesus,22
Jorginho,0
Mauro Bandeira,0
Aaron Ramsdale,15
Gabriel Martinelli,19
Leandro Trossard,0
Lino Sousa,0
Bukayo Saka,15
Matt Turner,0
Nicolas Pépé,0
Eddie Nketiah,3
Albert Sambi Lokonga,20
Gabriel Magalhães,26
Jakub Kiwior,0
Rob Holding,3
Matt Smith,0
Ethan Nwaneri,0
Amario Cozier-Duberry,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
