,initial_possession
Adrián,0
Mohamed Salah,12
Fábio Carvalho,4
Alisson Becker,11
Cody Gakpo,0
Caoimhín Kelleher,0
Fabinho,30
Andy Robertson,27
Joe Gomez,13
Luis Díaz,30
Darwin Núñez,9
Stefan Bajcetic,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,26
Bobby Clark,0
Arthur,0
Ben Doak,0
Roberto Firmino,0
Harvey Elliott,21
Ibrahima Konaté,0
Sepp van den Berg,0
Calvin Ramsay,0
Thiago Alcântara,0
Rhys Williams,0
Harvey Davies,0
Naby Keïta,0
Nathaniel Phillips,30
Jordan Henderson,2
Trent Alexander-Arnold,38
Diogo Jota,0
Luke Chambers,0
Alex Oxlade-Chamberlain,0
James Milner,12
Kostas Tsimikas,14
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
