,initial_possession
Jeremy Sarmiento,0
Neal Maupay,0
Alexis Mac Allister,15
James Furlong,0
Levi Colwill,25
Adam Lallana,0
Kaoru Mitoma,13
Pervis Estupiñán,30
Odeluga Offiah,0
Jan Paul van Hecke,1
Ed Turns,0
Adam Webster,0
Solly March,0
Lewis Dunk,14
Moisés Caicedo,21
Andrew Moran,0
Facundo Buonanotte,10
Evan Ferguson,3
Julio Enciso,10
Jason Steele,5
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Jack Hinshelwood,0
Pascal Groß,19
Deniz Undav,4
Yasin Ayari,0
Imari Samuels,0
Robert Sánchez,0
Enock Mwepu,0
Billy Gilmour,2
Danny Welbeck,6
Tariq Lamptey,0
Cameron Peupion,0
Joël Veltman,32
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
