,initial_possession
Neal Maupay,9
Jeremy Sarmiento,0
Alexis Mac Allister,21
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,48
Marc Leonard,0
Solly March,12
Lewis Dunk,29
Jürgen Locadia,0
Marc Cucurella,41
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Pascal Groß,19
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,6
Robert Sánchez,14
Enock Mwepu,1
Moisés Caicedo,16
Andi Zeqiri,0
Tariq Lamptey,2
Yves Bissouma,3
Joël Veltman,32
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
