,Neal Maupay,Jeremy Sarmiento,Alexis Mac Allister,Adam Lallana,Odeluga Offiah,Ed Turns,Adam Webster,Marc Leonard,Solly March,Lewis Dunk,Jürgen Locadia,Marc Cucurella,Aaron Connolly,Evan Ferguson,Jason Steele,Steven Alzate,Leandro Trossard,Tom McGill,Pascal Groß,Taylor Richards,Dan Burn,Michal Karbownik,Shane Duffy,Jakub Moder,Haydon Roberts,Florin Andone,Kjell Scherpen,Danny Welbeck,Robert Sánchez,Enock Mwepu,Moisés Caicedo,Andi Zeqiri,Tariq Lamptey,Yves Bissouma,Joël Veltman,Successful,Unsuccessful,Unsuccessful Pass
Jason Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Alzate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Trossard,0,0,5,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,8,0,0,10,0,1,1,12
Tom McGill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,0,0,4,1,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,2,11,0,0,7
Taylor Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Burn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michal Karbownik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Moder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haydon Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kjell Scherpen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Welbeck,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3
Robert Sánchez,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,4,0,0,18
Enock Mwepu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Moisés Caicedo,0,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,3
Andi Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,2,0,0,0,5,10,0,1,7
Yves Bissouma,0,0,4,0,0,0,0,0,0,10,0,10,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,1,2,2,5,0,7,0,8,0,0,7
Joël Veltman,0,0,3,0,0,0,0,0,2,12,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,10,6,0,0,2,13
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
