,initial_possession
Folarin Balogun,0
Ben White,19
Zach Awe,0
Takehiro Tomiyasu,30
Emile Smith Rowe,4
Martin Ødegaard,17
Granit Xhaka,20
Mohamed Elneny,4
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,12
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,30
Kieran Tierney,17
Nuno Tavares,0
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,17
Gabriel Martinelli,29
Bukayo Saka,14
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,14
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,12
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
