,initial_possession
Folarin Balogun,0
Ben White,41
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,8
Martin Ødegaard,22
Granit Xhaka,28
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,0
Kieran Tierney,0
Nuno Tavares,21
Cédric Soares,27
Zak Swanson,0
Aaron Ramsdale,15
Gabriel Martinelli,22
Bukayo Saka,20
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,4
Pierre-Emerick Aubameyang,0
Eddie Nketiah,18
Albert Sambi Lokonga,15
Héctor Bellerín,0
Gabriel Magalhães,29
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
