,initial_possession
Adrián,0
Mohamed Salah,19
Alisson Becker,13
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,28
Takumi Minamino,0
Andy Robertson,24
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,36
Virgil van Dijk,35
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,10
Ibrahima Konaté,0
Harvey Elliott,29
Sadio Mané,37
Marcelo Pitaluga,0
Thiago Alcântara,9
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,16
Trent Alexander-Arnold,27
Diogo Jota,14
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,1
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
