,initial_possession
Folarin Balogun,0
Ben White,37
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,2
Martin Ødegaard,10
Granit Xhaka,17
Mohamed Elneny,3
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,9
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,21
Kieran Tierney,39
Nuno Tavares,0
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,13
Gabriel Martinelli,24
Bukayo Saka,15
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,7
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,21
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,33
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
