,initial_possession
Neal Maupay,0
Jeremy Sarmiento,0
Alexis Mac Allister,13
Adam Lallana,4
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,3
Lewis Dunk,15
Jürgen Locadia,0
Marc Cucurella,28
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,19
Tom McGill,0
Pascal Groß,15
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,22
Robert Sánchez,20
Enock Mwepu,13
Moisés Caicedo,19
Andi Zeqiri,0
Tariq Lamptey,20
Yves Bissouma,25
Joël Veltman,37
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
