,initial_possession
Adrián,0
Mohamed Salah,14
Alisson Becker,21
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,23
Takumi Minamino,0
Andy Robertson,0
Joe Gomez,0
Luis Díaz,0
Curtis Jones,6
Joël Matip,0
Virgil van Dijk,28
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,23
Harvey Elliott,0
Sadio Mané,17
Marcelo Pitaluga,0
Thiago Alcântara,17
Divock Origi,1
Rhys Williams,0
Naby Keïta,5
Nathaniel Phillips,0
Jordan Henderson,25
Trent Alexander-Arnold,0
Diogo Jota,20
Alex Oxlade-Chamberlain,0
James Milner,64
Kostas Tsimikas,41
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
