,initial_possession
Adrián,0
Mohamed Salah,10
Alisson Becker,20
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,18
Takumi Minamino,0
Andy Robertson,36
Joe Gomez,0
Luis Díaz,19
Curtis Jones,0
Joël Matip,30
Virgil van Dijk,26
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,12
Marcelo Pitaluga,0
Thiago Alcântara,10
Divock Origi,0
Rhys Williams,0
Naby Keïta,21
Nathaniel Phillips,0
Jordan Henderson,15
Trent Alexander-Arnold,31
Diogo Jota,8
Alex Oxlade-Chamberlain,0
James Milner,6
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
