,initial_possession
Adrián,0
Mohamed Salah,13
Alisson Becker,15
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,22
Takumi Minamino,0
Andy Robertson,35
Joe Gomez,0
Luis Díaz,24
Curtis Jones,18
Joël Matip,23
Virgil van Dijk,21
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,18
Marcelo Pitaluga,0
Thiago Alcântara,17
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,5
Trent Alexander-Arnold,26
Diogo Jota,0
Alex Oxlade-Chamberlain,0
James Milner,6
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
