,initial_possession
Folarin Balogun,0
Ben White,40
Zach Awe,0
Takehiro Tomiyasu,42
Emile Smith Rowe,17
Martin Ødegaard,8
Granit Xhaka,0
Mohamed Elneny,2
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,16
Ainsley Maitland-Niles,21
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,0
Kieran Tierney,0
Nuno Tavares,39
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,13
Gabriel Martinelli,2
Bukayo Saka,18
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,16
Eddie Nketiah,0
Albert Sambi Lokonga,27
Héctor Bellerín,0
Gabriel Magalhães,22
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
