,initial_possession
Adrián,0
Mohamed Salah,3
Alisson Becker,13
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,9
Takumi Minamino,0
Andy Robertson,0
Joe Gomez,0
Luis Díaz,9
Curtis Jones,12
Joël Matip,33
Virgil van Dijk,26
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,17
Marcelo Pitaluga,0
Thiago Alcântara,7
Divock Origi,0
Rhys Williams,0
Naby Keïta,28
Nathaniel Phillips,0
Jordan Henderson,20
Trent Alexander-Arnold,37
Diogo Jota,11
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,26
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
