,initial_possession
Folarin Balogun,0
Ben White,29
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,5
Martin Ødegaard,17
Granit Xhaka,19
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,16
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,22
Kieran Tierney,32
Nuno Tavares,0
Cédric Soares,36
Zak Swanson,0
Aaron Ramsdale,27
Gabriel Martinelli,19
Bukayo Saka,12
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,0
Eddie Nketiah,7
Albert Sambi Lokonga,0
Héctor Bellerín,0
Gabriel Magalhães,29
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,13
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
