,initial_possession
Folarin Balogun,0
Ben White,0
Zach Awe,0
Takehiro Tomiyasu,0
Emile Smith Rowe,0
Martin Ødegaard,23
Granit Xhaka,12
Mohamed Elneny,16
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,5
Ainsley Maitland-Niles,0
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,0
Kieran Tierney,0
Nuno Tavares,29
Cédric Soares,33
Zak Swanson,0
Aaron Ramsdale,12
Gabriel Martinelli,25
Bukayo Saka,19
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,4
Pierre-Emerick Aubameyang,0
Eddie Nketiah,9
Albert Sambi Lokonga,9
Héctor Bellerín,0
Gabriel Magalhães,13
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,24
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
