,initial_possession
Neal Maupay,7
Jeremy Sarmiento,0
Alexis Mac Allister,21
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,22
Marc Leonard,0
Solly March,3
Lewis Dunk,0
Jürgen Locadia,0
Marc Cucurella,37
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,20
Leandro Trossard,7
Tom McGill,0
Pascal Groß,18
Taylor Richards,0
Dan Burn,25
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,13
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,10
Robert Sánchez,16
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,22
Yves Bissouma,0
Joël Veltman,32
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
