,initial_possession
Adrián,0
Mohamed Salah,13
Alisson Becker,0
Caoimhín Kelleher,11
Tyler Morton,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,28
Joe Gomez,0
Luis Díaz,0
Curtis Jones,0
Joël Matip,25
Virgil van Dijk,34
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,4
Roberto Firmino,22
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,12
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,26
Nathaniel Phillips,0
Jordan Henderson,21
Trent Alexander-Arnold,23
Diogo Jota,0
Alex Oxlade-Chamberlain,7
James Milner,36
Kostas Tsimikas,10
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
