,initial_possession
Neal Maupay,0
Jeremy Sarmiento,0
Alexis Mac Allister,6
Adam Lallana,14
Odeluga Offiah,0
Ed Turns,0
Adam Webster,0
Marc Leonard,0
Solly March,23
Lewis Dunk,30
Jürgen Locadia,0
Marc Cucurella,30
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,12
Tom McGill,0
Pascal Groß,6
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,21
Jakub Moder,13
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,0
Robert Sánchez,19
Enock Mwepu,22
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,5
Yves Bissouma,23
Joël Veltman,32
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
