,initial_possession
Neal Maupay,3
Jeremy Sarmiento,5
Alexis Mac Allister,26
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,6
Marc Leonard,0
Solly March,23
Lewis Dunk,24
Jürgen Locadia,0
Marc Cucurella,23
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Pascal Groß,17
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,15
Robert Sánchez,19
Enock Mwepu,23
Moisés Caicedo,23
Andi Zeqiri,0
Tariq Lamptey,20
Yves Bissouma,0
Joël Veltman,25
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
