,initial_possession
Neal Maupay,0
Jeremy Sarmiento,0
Alexis Mac Allister,26
Adam Lallana,0
Odeluga Offiah,0
Ed Turns,0
Adam Webster,7
Marc Leonard,0
Solly March,20
Lewis Dunk,22
Jürgen Locadia,0
Marc Cucurella,29
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,18
Tom McGill,0
Pascal Groß,2
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,0
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,10
Robert Sánchez,14
Enock Mwepu,12
Moisés Caicedo,24
Andi Zeqiri,0
Tariq Lamptey,1
Yves Bissouma,20
Joël Veltman,33
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
