,initial_possession
Neal Maupay,15
Jeremy Sarmiento,0
Alexis Mac Allister,15
Adam Lallana,34
Odeluga Offiah,0
Ed Turns,0
Adam Webster,37
Marc Leonard,0
Solly March,0
Lewis Dunk,31
Jürgen Locadia,0
Marc Cucurella,31
Aaron Connolly,0
Evan Ferguson,0
Jason Steele,0
Steven Alzate,0
Leandro Trossard,0
Tom McGill,0
Pascal Groß,10
Taylor Richards,0
Dan Burn,0
Michal Karbownik,0
Shane Duffy,0
Jakub Moder,34
Haydon Roberts,0
Florin Andone,0
Kjell Scherpen,0
Danny Welbeck,9
Robert Sánchez,17
Enock Mwepu,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,30
Yves Bissouma,9
Joël Veltman,37
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
