,initial_possession
Folarin Balogun,0
Ben White,35
Zach Awe,0
Takehiro Tomiyasu,46
Emile Smith Rowe,8
Martin Ødegaard,22
Granit Xhaka,0
Mohamed Elneny,0
Salah-Eddine Oulad M'hand,0
Reiss Nelson,0
Karl Hein,0
Mazeed Ogungbo,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,12
Charlie Patino,0
Omari Hutchinson,0
Ryan Alebiosu,0
Thomas Partey,24
Kieran Tierney,20
Nuno Tavares,12
Cédric Soares,0
Zak Swanson,0
Aaron Ramsdale,26
Gabriel Martinelli,0
Bukayo Saka,14
Alex Kirk,0
Pablo Marí,0
Arthur Okonkwo,0
Nicolas Pépé,29
Pierre-Emerick Aubameyang,12
Eddie Nketiah,0
Albert Sambi Lokonga,21
Héctor Bellerín,0
Gabriel Magalhães,38
Sead Kolasinac,0
Miguel Azeez,0
Mika Biereth,0
Bernd Leno,0
Marcelo Flores,0
Calum Chambers,0
Rob Holding,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
