,initial_possession
Adrián,0
Mohamed Salah,13
Alisson Becker,24
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,25
Takumi Minamino,0
Andy Robertson,29
Joe Gomez,0
Luis Díaz,18
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,33
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,0
Ibrahima Konaté,35
Harvey Elliott,0
Sadio Mané,14
Marcelo Pitaluga,0
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,0
Naby Keïta,11
Nathaniel Phillips,0
Jordan Henderson,23
Trent Alexander-Arnold,42
Diogo Jota,3
Alex Oxlade-Chamberlain,0
James Milner,2
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
